xgb_cfg,variant,full_mean,full_std,dep_mean,dep_std,dep_cross_mean,dep_cross_std
"large(600,10)",FF,0.9892944131288678,0.0005906665496701518,0.4854926507773893,0.003562334243574163,0.059142297371457396,0.0024842728489557512
"large(600,10)",TabbyFlow,0.6037884127186606,0.007209981775949398,0.06709433101576141,0.006984877858210462,0.046754600553924844,0.004250964741584817
"large(600,10)",TabDiff,0.5892205283852274,0.003088204290209684,0.06597582826132357,0.005416723440758376,0.038447931306968,0.0027576517945656037
"large(600,10)",Oracle,0.5031790094879537,0.0024894210817894002,-0.0016147272352477816,0.004729920042610635,0.0011016295368545092,0.0029794919736575035
"small(100,3)",FF,0.9594878395600641,0.006616245827193911,0.4517692460472878,0.011432105650448787,0.06429278196188382,0.008646880701910456
"small(100,3)",TabbyFlow,0.5695214965474849,0.0030919652294365127,0.013800867459034883,0.004887937763815745,0.00807747552550655,0.002021412289065989
"small(100,3)",TabDiff,0.5537673027110654,0.0043544632352635155,0.01839738340858852,0.0028216780206633454,0.00725542169064688,0.0033534674068522448
"small(100,3)",Oracle,0.5033610388578174,0.002073831335952198,4.358757351774489e-05,0.002553386852073012,0.0016140096915406633,0.004081754754122462
