dataset,variant,metric,mean,std,ci95_lo,ci95_hi,t_stat,p_value,n
magic,TabbyFlow,dep,0.025037870369448954,0.01560900066022099,0.005659843284054795,0.04441589745484312,3.58680106283774,0.02302743733233451,5
