dataset,variant,mean_gap_mean,mean_gap_std,corr_gap_mean,corr_gap_std
default,FF,0.19562315730012864,0.0005174783133211478,0.10196158588876503,0.00019134669428826187
default,TabbyFlow,0.0420757454510091,0.0010092687251417834,0.01624442696490962,0.0005550873686542665
default,Oracle,0.033477479901935545,0.0,0.015747644035225026,3.878959614448864e-18
