dataset,seed,full_base,full_fix,full_delta,dep_base,dep_fix,dep_delta,dep_cross_base,dep_cross_fix,dep_cross_delta,mle_f1_base,mle_f1_fix,mle_f1_delta,mle_recall_base,mle_recall_fix,mle_recall_delta
default,0,0.6152687777777778,0.6117221111111111,-0.003546666666666698,0.08735916666666665,0.08050433333333329,-0.0068548333333333655,0.01574533333333339,0.003708222222222224,-0.012037111111111165,0.4538878842676311,0.4595070422535211,0.005619157985890022,0.37631184407796103,0.391304347826087,0.01499250374812594
default,1,0.6014547222222223,0.6021868333333333,0.0007321111111110445,0.06410283333333344,0.0787606666666667,0.014657833333333259,0.004505666666666741,0.005851555555555499,0.0013458888888887577,0.46126447016918964,0.4797843665768194,0.018519896407629743,0.38830584707646176,0.4002998500749625,0.01199400299850073
default,2,0.6150136666666667,0.6111827222222223,-0.0038309444444444285,0.0731087777777778,0.053015055555555635,-0.020093722222222166,0.0074442222222222965,0.014565944444444479,0.007121722222222182,0.4528301886792453,0.466789667896679,0.013959479217433679,0.3778110944527736,0.3793103448275862,0.0014992503748125774
default,3,0.6129026111111111,0.6260107222222222,0.013108111111111098,0.09073194444444443,0.07845499999999994,-0.012276944444444493,0.006263222222222198,0.01798377777777782,0.011720555555555623,0.4514959202175884,0.4484304932735426,-0.003065426944045768,0.3733133433283358,0.3748125937031484,0.0014992503748125774
default,4,0.6221042222222223,0.6290584444444445,0.006954222222222195,0.06865888888888894,0.07898722222222232,0.010328333333333384,0.013889499999999999,0.02010422222222219,0.006214722222222191,0.4422202001819836,0.43000914913083255,-0.012211051051151056,0.36431784107946025,0.3523238380809595,-0.01199400299850073
