dataset,variant,mean_gap_mean,mean_gap_std,corr_gap_mean,corr_gap_std
adult,FF,0.24801537657357503,0.0030494139693982986,0.05096704323170709,0.0002665213965142495
adult,TabbyFlow,0.06723211134368266,0.0011932900283148475,0.009101689623685244,0.00016237173852001846
adult,Oracle,0.05166390102527098,0.0,0.007064714614325708,2.1245936804851847e-18
