dataset,variant,trend_mean,trend_std,lr_c2st_mean,lr_c2st_std,xgb_c2st_mean,xgb_c2st_std
bank,FF,0.7758925353867361,0.00489455360453854,0.9952233576279773,0.004310470366281936,0.9562686814989969,0.002266428982715009
bank,TabbyFlow,0.9467264693513743,0.0055659704414693706,0.9924813687298215,0.0067084033077069935,0.5594091147946877,0.005672601885611916
