dataset,variant,mean_gap_mean,mean_gap_std,corr_gap_mean,corr_gap_std
bank,FF,0.1727961957164263,0.001164675465233098,0.05838143929231534,0.00025026244748757375
bank,TabbyFlow,0.052715002948812,0.0017975522349705213,0.014762784696427278,0.001125625799703093
bank,Oracle,0.05112333532200737,0.0,0.013684002942715042,3.9747508192403134e-18
