dataset,capacity,params,final_train_loss_mean,final_train_loss_std,full_mean,full_std,marg_mean,marg_std,dep_mean,dep_std,dep_cross_mean,dep_cross_std,mle_f1_mean,mle_f1_std,mle_recall_mean,mle_recall_std
bank,1x,10.6M,13.0,0.0,0.5594091147946877,0.005672601885611916,0.5234728240326602,0.012228149501287524,0.03593629076202746,0.015432217372726017,0.02913590888530741,0.00743183832545155,0.5073539319652592,0.02167334725281086,0.4256956779159266,0.0252653502585576
bank,2x,42M,12.933333333333332,0.05773502691896237,0.5625088311355176,0.0070173601861852645,0.5208167265602672,0.0031518068626713645,0.041692104575250376,0.005959507872129022,0.023818513881028996,0.003332959921072721,0.5135342536929485,0.007804586555818162,0.4547069271758437,0.008139566065640936
bank,4x,168M,12.933333333333332,0.05773502691896237,0.5620246061598828,0.0028969958902983354,0.518605250475618,0.00949958566992215,0.04341935568426484,0.0066366474288773744,0.025774771371804357,0.007156711549802758,0.5174611773828003,0.007382995638106992,0.45293072824156305,0.0064041763329733565
