dataset,variant,trend_mean,trend_std,lr_c2st_mean,lr_c2st_std,xgb_c2st_mean,xgb_c2st_std
magic,FF,0.6946174259041126,0.005026239526805074,0.9970384982226301,0.0025730500386785347,0.9948743238157999,0.00023234634865635338
magic,TabbyFlow,0.9764919281032834,0.0030545377769774025,0.9856499882441697,0.012428510098870919,0.5554601885667972,0.0009276073799049497
