dataset,variant,seed,trend,lr_c2st,xgb_c2st
bank,FF,0,0.7723676897443051,0.9991127953624807,0.9563964741836118
bank,TabbyFlow,0,0.9494212584678341,0.9871079549545392,0.5627671224918189
bank,FF,1,0.7814809551218915,0.995968315388252,0.9584685104284505
bank,TabbyFlow,1,0.940325995467756,0.9903361512349254,0.5528596643154573
bank,FF,2,0.7738289612940117,0.9905889621331995,0.9539410598849283
bank,TabbyFlow,2,0.9504321541185329,1.0,0.5626005575767867
